time,bmu_x,bmu_y,label_raw,actual_base,pred_base_from_train,correct_base,correct_composite
2000/03/02,6,1,3C,3C,3B,0,0
2000/03/03,6,0,3B,3B,3B,1,1
2000/03/04,0,1,2A+4A,,4A,0,1
2000/03/05,2,1,1+4B,,1,0,1
2000/03/06,9,4,3B+4B,,3B,0,1
2000/03/07,2,3,2A-1,,2A,0,1
2000/03/08,2,2,1+2A,,1,0,1
2000/03/09,3,2,1,1,1,1,1
2000/03/10,5,1,3B,3B,1,0,0
2000/03/11,6,2,3D-2C,,1,0,0
2000/03/12,4,4,2C-1,,2D,0,0
2000/03/13,5,2,1+2A,,1,0,1
2000/03/14,4,1,1,1,1,1,1
2000/03/15,5,0,3B,3B,3B,1,1
2000/03/16,5,5,2D,2D,4B,0,0
2000/03/17,3,3,1,1,1,1,1
2000/03/18,5,0,3B,3B,3B,1,1
2000/03/19,6,4,2D,2D,2B,0,0
2000/03/20,3,4,1-3B,,2D,0,0
2000/03/21,4,0,2B+3B,,3B,0,1
2000/03/22,4,0,2D-3B,,3B,0,1
2000/03/23,9,5,3B-2D,,3B,0,1
2000/03/24,2,3,2D-1,,2A,0,0
2000/03/25,2,2,1+2A,,1,0,1
2000/03/26,2,1,1+2A,,1,0,1
2000/03/27,2,0,3B+3D,,3B,0,1
2000/03/28,7,5,2B,2B,2B,1,1
2000/03/29,2,4,2B,2B,2D,0,0
2000/03/30,2,1,2A+3D,,1,0,0
2000/03/31,1,0,3D,3D,3B,0,0
2000/04/01,2,2,2A+4B,,1,0,0
2000/04/02,4,0,3B,3B,3B,1,1
2000/04/03,7,0,3B+4B,,3B,0,1
2000/04/04,9,4,3C+4B,,3B,0,0
2000/04/05,0,1,2A+2C,,4A,0,0
2000/04/06,2,2,2A-3B,,1,0,0
2000/04/07,9,4,3C,3C,3B,0,0
2000/04/08,6,2,2A+3B,,1,0,0
2000/04/09,9,4,3B,3B,3B,1,1
2000/04/10,9,5,2D,2D,3B,0,0
2000/04/11,1,3,2A+3B,,2A,0,1
2000/04/12,0,2,2A+3C,,2A,0,1
2000/04/13,0,2,2A+2C,,2A,0,1
2000/04/14,0,2,2B,2B,2A,0,0
2000/04/15,1,3,2C,2C,2A,0,0
2000/04/16,2,4,1,1,2D,0,0
2000/04/17,2,0,3D,3D,3B,0,0
2000/04/18,5,0,3D,3D,3B,0,0
2000/04/19,9,0,2A+4B,,3A,0,0
2000/04/20,4,8,2C+3A,,2C,0,1
2000/04/21,9,6,2A+2C,,4B,0,0
2000/04/22,1,4,2A,2A,2D,0,0
2000/04/23,0,3,2A,2A,4B,0,0
2000/04/24,1,3,2A,2A,2A,1,1
2000/04/25,2,0,3D,3D,3B,0,0
2000/04/26,0,7,2D,2D,4A,0,0
2000/04/27,3,5,2D,2D,2D,1,1
2000/04/28,2,4,2A+2B,,2D,0,0
2000/04/29,2,0,2A+3B,,3B,0,1
2000/04/30,9,0,3D,3D,3A,0,0
2000/05/01,6,6,2D,2D,2B,0,0
2000/05/02,4,7,2B,2B,4B,0,0
2000/05/03,4,8,2B+3B,,2C,0,0
2000/05/04,5,9,2D+3B,,3B,0,1
2000/05/05,2,5,3D,3D,2D,0,0
2000/05/06,9,2,2B+3D,,3B,0,0
2000/05/07,9,2,2A+3D,,3B,0,0
2000/05/08,9,3,3C,3C,3B,0,0
2000/05/09,8,2,3C,3C,3B,0,0
2000/05/10,2,8,2B+3A,,4A,0,0
2000/05/11,1,9,3A+4A,,6A,0,0
2000/05/12,1,5,3C,3C,2D,0,0
2000/05/13,2,7,3C,3C,6B,0,0
2000/05/14,2,6,2B+3D,,2D,0,0
2000/05/15,0,3,3B+4A,,4B,0,0
2000/05/16,2,0,3B+4B,,3B,0,1
2000/05/17,9,0,3B+4B,,3A,0,0
2000/05/18,3,9,2C,2C,3A,0,0
2000/05/19,0,6,3C,3C,4A,0,0
2000/05/20,3,7,3A+6A,,,0,0
2000/05/21,1,5,2D-3D,,2D,0,1
2000/05/22,9,7,3D,3D,4A,0,0
2000/05/23,9,9,3D,3D,5,0,0
2000/05/24,0,4,2D+3D,,4A,0,0
2000/05/25,5,9,3B+3D,,3B,0,1
2000/05/26,0,0,2A+3D,,4A,0,0
2000/05/27,7,6,2B,2B,2C,0,0
2000/05/28,0,2,2B,2B,2A,0,0
2000/05/29,1,1,2A+4B,,3B,0,0
2000/05/30,0,0,2A+4B,,4A,0,0
2000/05/31,0,6,2D,2D,4A,0,0
2000/06/01,1,5,4B,4B,2D,0,0
2000/06/02,6,9,3B+4B,,4A,0,0
2000/06/03,0,7,3B+4A,,4A,0,1
2000/06/04,5,9,4B,4B,3B,0,0
2000/06/05,4,9,3B+4B,,3B,0,1
2000/06/06,0,2,2A+4B,,2A,0,1
2000/06/07,1,0,2A+3D,,3B,0,0
2000/06/08,0,0,4A+5,,4A,0,1
2000/06/09,0,4,4A,4A,4A,1,1
2000/06/10,5,8,3B+4B,,2D,0,0
2000/06/11,5,7,4B,4B,,0,0
2000/06/12,5,9,4B,4B,3B,0,0
2000/06/13,0,2,2A+4B,,2A,0,1
2000/06/14,1,4,4B,4B,2D,0,0
2000/06/15,7,9,4B,4B,5,0,0
2000/06/16,7,8,4B,4B,4A,0,0
2000/06/17,6,7,4A,4A,4A,1,1
2000/06/18,0,1,4B,4B,4A,0,0
2000/06/19,7,9,2A+4B,,5,0,0
2000/06/20,8,8,3C,3C,4A,0,0
2000/06/21,0,0,4A,4A,4A,1,1
2000/06/22,6,9,4A,4A,4A,1,1
2000/06/23,0,6,3A+4A,,4A,0,1
2000/06/24,0,6,2A+4A,,4A,0,1
2000/06/25,6,9,3A+4B,,4A,0,0
2000/06/26,6,9,4A,4A,4A,1,1
2000/06/27,7,8,4A,4A,4A,1,1
2000/06/28,0,4,2A+4B,,4A,0,0
2000/06/29,9,9,3B+4A,,5,0,0
2000/06/30,9,8,4A+5,,4A,0,1
2000/07/01,8,9,4A,4A,4A,1,1
2000/07/02,8,9,4A+5,,4A,0,1
2000/07/03,7,9,4A+5,,5,0,1
2000/07/04,4,9,5,5,3B,0,0
2000/07/05,2,9,2C+5,,5,0,1
2000/07/06,2,9,3C,3C,5,0,0
2000/07/07,0,9,6B,6B,4A,0,0
2000/07/08,2,5,4A+6B,,2D,0,0
2000/07/09,0,4,2A+5,,4A,0,0
2000/07/10,7,9,4A+6A,,5,0,0
2000/07/11,7,9,2B+5,,5,0,1
2000/07/12,9,8,5,5,4A,0,0
2000/07/13,9,8,2A+5,,4A,0,0
2000/07/14,9,9,4A+5,,5,0,1
2000/07/15,9,9,4A+5,,5,0,1
2000/07/16,9,9,5,5,5,1,1
2000/07/17,9,9,4A+5,,5,0,1
2000/07/18,9,9,4A+5,,5,0,1
2000/07/19,9,9,4A+5,,5,0,1
2000/07/20,7,9,4A+5,,5,0,1
2000/07/21,9,7,5+6B,,4A,0,0
2000/07/22,0,2,5+6B,,2A,0,0
2000/07/23,9,7,5,5,4A,0,0
2000/07/24,9,8,5,5,4A,0,0
2000/07/25,9,8,4A+5,,4A,0,1
2000/07/26,8,8,4A+6A,,4A,0,1
2000/07/27,1,8,4A+6A,,,0,0
2000/07/28,0,5,5+6A,,4A,0,0
2000/07/29,9,7,5+6A,,4A,0,0
2000/07/30,9,7,5+6A,,4A,0,0
2000/07/31,8,7,2B+5,,4A,0,0
2000/08/01,9,8,2A+5,,4A,0,0
2000/08/02,9,9,5,5,5,1,1
2000/08/03,9,9,2D+5,,5,0,1
2000/08/04,1,9,3A+5,,6A,0,0
2000/08/05,2,9,4A+6A,,5,0,0
2000/08/06,2,9,4A+6A,,5,0,0
2000/08/07,1,9,5+6A,,6A,0,1
2000/08/08,9,9,5+6A,,5,0,1
2000/08/09,6,8,3A+6A,,4A,0,0
2000/08/10,8,8,5+6A,,4A,0,0
2000/08/11,9,9,2A+5,,5,0,1
2000/08/12,0,9,4A+6A,,4A,0,1
2000/08/13,0,8,4A+6B,,4B,0,0
2000/08/14,7,9,6B,6B,5,0,0
2000/08/15,6,9,5,5,4A,0,0
2000/08/16,6,9,3A+5,,4A,0,0
2000/08/17,6,9,2B+5,,4A,0,0
2000/08/18,6,8,2B+6C,,4A,0,0
2000/08/19,0,4,2A+2C,,4A,0,0
2000/08/20,0,6,4A+5,,4A,0,1
2000/08/21,0,5,2B+5,,4A,0,0
2000/08/22,9,9,5+6A,,5,0,1
2000/08/23,8,9,5+6A,,4A,0,0
2000/08/24,9,8,5,5,4A,0,0
2000/08/25,9,8,5,5,4A,0,0
2000/08/26,9,9,4A+5,,5,0,1
2000/08/27,9,9,4A+5,,5,0,1
2000/08/28,2,8,4A+5,,4A,0,1
2000/08/29,9,0,5+6A,,3A,0,0
2000/08/30,2,8,3A+6A,,4A,0,0
2000/08/31,7,7,3A+6B,,4A,0,0
2000/09/01,9,8,5+6B,,4A,0,0
2000/09/02,9,9,2A+5,,5,0,1
2000/09/03,0,4,2A+4A,,4A,0,1
2000/09/04,3,8,3A+4A,,4B,0,0
2000/09/05,5,5,2C,2C,4B,0,0
2000/09/06,6,5,2B+4A,,2D,0,0
2000/09/07,0,2,2C+4A,,2A,0,0
2000/09/08,8,0,4A+6A,,4B,0,0
2000/09/09,2,8,4A+6A,,4A,0,1
2000/09/10,2,9,4A+6A,,5,0,0
2000/09/11,2,9,4A+6A,,5,0,0
2000/09/12,5,6,4A+6A,,4B,0,0
2000/09/13,6,6,4A+6A,,2B,0,0
2000/09/14,6,6,4A+6A,,2B,0,0
2000/09/15,1,8,4A+6A,,,0,0
2000/09/16,2,6,4A+6B,,2D,0,0
2000/09/17,0,1,2A+6B,,4A,0,0
2000/09/18,0,2,2A+6C,,2A,0,1
2000/09/19,9,2,3C,3C,3B,0,0
2000/09/20,8,2,3B+4B,,3B,0,1
2000/09/21,7,2,3B+4B,,4B,0,1
2000/09/22,8,0,3A,3A,4B,0,0
2000/09/23,3,8,2D+3A,,4B,0,0
2000/09/24,2,5,2D,2D,2D,1,1
2000/09/25,1,4,2A,2A,2D,0,0
2000/09/26,1,3,2A,2A,2A,1,1
2000/09/27,2,2,2A,2A,1,0,0
2000/09/28,2,0,1+3C,,3B,0,0
2000/09/29,2,0,3B+4A,,3B,0,1
2000/09/30,8,5,3C+4A,,2D,0,0
2000/10/01,2,6,4A,4A,2D,0,0
2000/10/02,1,6,4B,4B,4A,0,0
2000/10/03,2,4,2A+4B,,2D,0,0
2000/10/04,2,0,2A+4B,,3B,0,0
2000/10/05,7,2,2A+3B,,4B,0,0
2000/10/06,8,1,2A+4B,,4B,0,1
2000/10/07,8,0,3B+4B,,4B,0,1
2000/10/08,9,5,3B-2C,,3B,0,1
2000/10/09,0,1,2A+2C,,4A,0,0
2000/10/10,6,2,1+2C,,1,0,1
2000/10/11,9,4,2A+3C,,3B,0,0
2000/10/12,6,3,4A,4A,4A,1,1
2000/10/13,6,2,1+4B,,1,0,1
2000/10/14,6,2,3C,3C,1,0,0
2000/10/15,7,3,2A+3C,,3B,0,0
2000/10/16,7,1,3B,3B,3B,1,1
2000/10/17,9,3,2A+3C,,3B,0,0
2000/10/18,2,1,1+4B,,1,0,1
2000/10/19,7,0,3B+4B,,3B,0,1
2000/10/20,8,3,2A+2C,,3B,0,0
2000/10/21,6,2,2A+3B,,1,0,0
2000/10/22,7,1,3A,3A,3B,0,0
2000/10/23,8,0,4B,4B,4B,1,1
2000/10/24,8,0,3A+4B,,4B,0,1
2000/10/25,7,3,2A+4B,,3B,0,0
2000/10/26,5,3,1+6A,,1,0,1
2000/10/27,6,2,1+4B,,1,0,1
2000/10/28,6,2,3B+4A,,1,0,0
2000/10/29,6,3,4B,4B,4A,0,0
2000/10/30,5,3,4B,4B,1,0,0
2000/10/31,7,2,3B+4B,,4B,0,1
2000/11/01,7,2,4A+6A,,4B,0,0
2000/11/02,4,5,4A,4A,2C,0,0
2000/11/03,4,3,4B,4B,1,0,0
2000/11/04,7,0,3A+4B,,3B,0,0
2000/11/05,0,2,2A+4B,,2A,0,1
2000/11/06,7,0,3B+4B,,3B,0,1
2000/11/07,8,4,2A+4B,,3C,0,0
2000/11/08,2,1,1,1,1,1,1
2000/11/09,6,2,3B,3B,1,0,0
2000/11/10,5,4,2C,2C,2D,0,0
2000/11/11,5,2,1,1,1,1,1
2000/11/12,6,2,3B-2D,,1,0,0
2000/11/13,6,1,3B,3B,3B,1,1
2000/11/14,7,0,3C,3C,3B,0,0
2000/11/15,6,4,2A+2C,,2B,0,0
2000/11/16,4,0,1+4B,,3B,0,0
2000/11/17,5,4,2C,2C,2D,0,0
2000/11/18,3,3,1,1,1,1,1
2000/11/19,5,0,3A,3A,3B,0,0
2000/11/20,6,5,2B,2B,2D,0,0
2000/11/21,2,3,2A-1,,2A,0,1
2000/11/22,6,0,1+4B,,3B,0,0
2000/11/23,6,2,3C+4B,,1,0,0
2000/11/24,5,1,3C,3C,1,0,0
2000/11/25,7,0,3C,3C,3B,0,0
2000/11/26,6,4,2A,2A,2B,0,0
2000/11/27,4,3,1,1,1,1,1
2000/11/28,4,2,1,1,1,1,1
2000/11/29,6,0,3B-2B,,3B,0,1
2000/11/30,5,2,1,1,1,1,1
2000/12/01,6,1,1+2C,,3B,0,0
2000/12/02,6,0,3B,3B,3B,1,1
2000/12/03,6,3,2A+2C,,4A,0,0
2000/12/04,5,1,1,1,1,1,1
2000/12/05,4,2,2A,2A,1,0,0
2000/12/06,3,1,1,1,1,1,1
2000/12/07,5,0,1,1,3B,0,0
2000/12/08,6,0,3B,3B,3B,1,1
2000/12/09,5,0,3B,3B,3B,1,1
2000/12/10,6,4,2A,2A,2B,0,0
2000/12/11,4,2,1,1,1,1,1
2000/12/12,5,2,1,1,1,1,1
2000/12/13,5,1,1,1,1,1,1
2000/12/14,6,1,3C-2C,,3B,0,0
2000/12/15,6,0,3B,3B,3B,1,1
2000/12/16,5,2,2A+3D,,1,0,0
2000/12/17,5,0,3A+4B,,3B,0,0
2000/12/18,6,0,3A+4B,,3B,0,0
2000/12/19,3,4,2D,2D,2D,1,1
2000/12/20,5,0,3B,3B,3B,1,1
2000/12/21,3,3,2D-1,,1,0,1
2000/12/22,4,0,3C-2B,,3B,0,0
2000/12/23,6,4,2D,2D,2B,0,0
2000/12/24,2,2,2A-1,,1,0,1
2000/12/25,2,2,1+2B,,1,0,1
2000/12/26,3,2,1,1,1,1,1
2000/12/27,4,1,1,1,1,1,1
2000/12/28,4,1,1,1,1,1,1
2000/12/29,5,1,1,1,1,1,1
2000/12/30,6,0,3B,3B,3B,1,1
2000/12/31,4,4,2D,2D,2D,1,1
